"","x"
"5392",345711.150080099
"5393",9934949.85260088
"5394",31143474.841729
"5395",11299007.5020525
"5396",33519922.8870042
"5397",2153933.75217635
"5398",8696104.79184625
"5399",80879.3630125926
"5400",985510.805318873
"5401",36041468.6442793
"5402",29816849.876612
"5403",9094316.82835653
"5404",1265184.98706679
"5405",36090898.178621
"5406",849408.347422255
"5407",136484205.357177
"5408",470388644.962553
"5409",87287908.9422434
"5410",1445855.40499855
"5411",25896317.7085849
"5412",210002.584779544
"5413",198695.484698681
"5414",51476463.8989897
"5415",48579283.5127171
"5416",10511326.6893381
"5417",66309170.7623951
"5418",237706.257323764
"5419",363135.24734268
"5420",12689242.676654
"5421",18374866.3544286
"5422",52878707.9530007
"5423",141740862.531582
"5424",125080776.719077
"5425",4516781.52562952
"5426",4731063.92790013
"5427",1030136.32987275
"5428",848123.374138831
"5429",52283865.2518071
"5430",95502028.9409917
"5431",15265566.7102279
"5432",88960765.4652018
"5433",17151731.5957038
"5434",59055729.7808453
"5435",18193804.1678168
"5436",9547729.62984767
"5437",29314265.2511619
"5438",1646102.13181189
"5439",713736.529404603
"5440",26788552.8291446
"5441",1453162.09247759
"5442",101429875.62892
"5443",62572617.0203665
"5444",30658406.6715555
"5445",29327162.4076536
"5446",65608965.0134613
"5447",4416311.41327321
"5448",5532563.83244156
"5449",73527657.8830608
"5450",2691598.96628669
"5451",7040781.48633087
"5452",393594.778867519
"5453",118956936.420984
"5454",64620602.4585095
"5455",9079790.4312189
"5456",4711687.82038299
"5457",30730441.1897084
"5458",3092518.28264268
"5459",6426725.19902509
"5460",199813.055506467
"5461",42576.1036453539
"5462",123806.70306003
"5463",181457084.293903
"5464",336689.935834734
"5465",5164345.94598904
"5466",26172015.137068
"5467",32748977.2685816
"5468",120772920.577238
"5469",71644.9667757313
"5470",138293661.389467
"5471",71897905.4845245
"5472",52501197.242729
"5473",11072423.7437867
"5474",8183483.57135759
"5475",5566330.39821195
"5476",3059806.85164117
"5477",5203303.24440439
"5478",20807140.2958752
"5479",99368178.6608517
"5480",3594112.45144529
"5481",642150.78288968
"5482",2607479.57753638
"5483",6302493.84161915
"5484",78121990.6596052
"5485",2293166.81556664
"5486",1480049.87480422
"5487",369403662.144662
"5488",31532021.4849095
"5489",13603104.9924643
"5490",626985.567814656
"5491",4622828.04644705
"5492",6370290.20015744
"5493",2243391.46998437
"5494",99888.0325132779
"5495",17125955.0938691
"5496",8046297.23551664
"5497",14458268.4866732
"5498",204692.443097821
"5499",60360782.5749762
"5500",13974190.2227134
"5501",960814.619781592
"5502",2070940.06091131
"5503",2608629.87524502
"5504",12423008.2431594
"5505",305545.994121487
"5506",88570089.5962826
"5507",19006349.653319
"5508",100248147.798128
"5509",85682870.2618656
"5510",8506685.43511353
"5511",2614031.16277299
"5512",70573763.4523168
"5513",277970.991934211
"5514",12901086.5894708
"5515",1517188.08247495
"5516",736565.939634463
"5517",109085053.163333
"5518",6379778.79915907
"5519",113419422.910021
"5520",54605.1975051574
"5521",11757518.5704265
"5522",202236.295179459
"5523",275909532.519504
"5524",266709184.656218
"5525",32342452.527551
"5526",9873502.07195424
"5527",91256.2113137292
"5528",41251786.0704833
"5529",72576.6654636718
"5530",214279723.235583
"5531",550901.245805864
"5532",4878236.89051784
"5533",47426833.8061328
"5534",140458488.856101
"5535",601360.861401645
"5536",666250.869886351
"5537",6773879.82447878
"5538",5052178.35867707
"5539",175630340.949154
"5540",21043955.4031772
"5541",89213798.180783
"5542",269575.741225829
"5543",5832729.46335406
"5544",34078060.0770305
"5545",158835.256654566
"5546",6868593.04933873
"5547",3322771.55710524
"5548",3593168.46044167
"5549",34328658.3287558
"5550",24058559.6437299
"5551",9916988.43062221
"5552",27044751.0167024
"5553",22051661.0994752
"5554",1426042.5754963
"5555",11833338.345411
"5556",3575974.27002784
"5557",2069689.80021915
"5558",421079403.793614
"5559",2787162.38964127
"5560",268926.516276662
"5561",11600443.958887
"5562",61643704.7930949
"5563",126518.288404945
"5564",1388292.0975339
"5565",2930161.31814468
"5566",8539674.60112161
"5567",3906540.10279555
"5568",14428400.4490531
"5569",41054503.851592
"5570",29514887.1931545
"5571",99124712.7715257
"5572",756199.055949321
"5573",85526219.0086569
"5574",11926607.4956379
"5575",98066728.2642769
"5576",31029426.1048592
"5577",35928030.7441733
"5578",13837684.4478305
"5579",5568441.66584313
"5580",746870.202122125
"5581",15962963.0334217
"5582",22884620.8718064
"5583",48939782.7709044
"5584",12637953.1172285
"5585",3811763.86897169
"5586",717697.925181663
"5587",13691921.0959432
"5588",92722544.717535
"5589",56476253.2752113
"5590",1015073.42155912
"5591",1387085.77759307
"5592",4870701.13578453
"5593",4520782.25569671
"5594",1830960.69825308
"5595",31788595.7217597
"5596",132795623.104826
"5597",5281485.74426105
"5598",2508116.2127932
"5599",4720917.81043678
"5600",3999455.71375731
"5601",20154725.1334121
"5602",29355119.4209197
"5603",342933.438762363
"5604",3181565.47160465
"5605",88119107.7767527
"5606",71669292.5219572
"5607",28860835.8817852
"5608",42586476.7305009
"5609",10531083.6408325
"5610",17545699.5663304
"5611",14645501.1763237
"5612",323320936.434183
"5613",5993066.58366193
"5614",11606264.779862
"5615",44984033.8979533
"5616",7464985.82587647
"5617",190073724.936216
"5618",17619634.8726397
"5619",46069202.9059333
"5620",1953373.10804271
"5621",25572529.1844565
"5622",9563757.09514519
"5623",9309120.30876128
"5624",281005006.67101
"5625",1518513.11369202
"5626",954982.571729127
"5627",113219358.521737
"5628",13010375.5766985
"5629",224701956.69883
"5630",5181319.68013149
"5631",24259499.7079009
"5632",26346605.1471328
"5633",6046954.42284584
"5634",2256122.62905708
"5635",66840729.6948064
"5636",1398249.39560951
"5637",3214688.21815156
"5638",87652618.5442263
"5639",1895446.48906818
"5640",923560.242383947
"5641",34107449.7019176
"5642",2723646.90371098
"5643",1194618.44619701
"5644",494945317.229286
"5645",35577854.3913947
"5646",8616951.63127749
"5647",5295566.82016295
"5648",71929267.2716088
"5649",374295.253776261
"5650",48912498.5875867
"5651",21391853.864466
"5652",547436.831620112
"5653",48036045.6492103
"5654",47537634.3813832
"5655",18222029.0147704
"5656",571006443.464519
"5657",635701.722709564
"5658",10176875.4158682
"5659",4478080.2025712
"5660",95168903.6964219
"5661",2711487.10051637
"5662",286594770.737351
"5663",3338324.05330682
"5664",1725045.24601797
"5665",61671496.1627351
"5666",10498946.4216889
"5667",14319594.6781789
"5668",799699.156171843
"5669",3233006.66710549
"5670",472805507.094762
"5671",29840952.6802768
"5672",494561.148771804
"5673",36730742.9855689
"5674",4210058.10127463
"5675",86587.4749189208
"5676",320491.397845861
"5677",100203469.80506
"5678",65515380.0202088
"5679",434173.06239799
"5680",19856289.9022843
"5681",545652264.243262
"5682",820045.637560577
"5683",258936037.62955
"5684",64195998.7087231
"5685",4237044.55584979
"5686",1412750.82187066
"5687",39114220.0126805
"5688",2446949.81707279
"5689",19987454.7301554
"5690",4368092.2061185
"5691",50192114.9010854
"5692",316696825.527485
"5693",9623931.61520032
"5694",21135745.3469904
"5695",928513.554426155
"5696",32340515.2128496
"5697",44274.052267881
"5698",3951811.73995121
"5699",704381.576338476
"5700",17131319.3917315
"5701",9875822.11028269
"5702",40202775.726592
"5703",34922674.7222851
"5704",14198508.0782126
"5705",4192903.19039075
"5706",342049.25796543
"5707",22814581.7824486
"5708",2264470.07682236
"5709",14119817.7971259
"5710",529343.882276703
"5711",2080387.95981557
"5712",84811576.2749503
"5713",7257899.21773794
"5714",11953845.40578
"5715",1772466.45855334
"5716",146473.540969757
"5717",6591262.36842841
"5718",1394035.38188868
"5719",22410301.823075
"5720",4994076.22624982
"5721",39326812.1873276
"5722",670434.685493194
"5723",22354879.1347717
"5724",195151.701411964
"5725",283390.573972923
"5726",43778136.6454453
"5727",120323706.323187
"5728",2439604.20781147
"5729",225503898.686783
"5730",3853388.46209658
"5731",33857.7997315032
"5732",2907115.91944794
"5733",1083573.00228296
"5734",15370114.156452
"5735",2677173.67261698
"5736",43110583.9741377
"5737",26986452.8668087
"5738",36262558.5635693
"5739",18919408.8665794
"5740",5114136.00152924
"5741",45052838.0443454
"5742",27443945.4722258
"5743",14598118.6157189
"5744",102164.594780089
"5745",3305261.18113259
"5746",10854278.1979545
"5747",713551.901832966
"5748",65837342.1929046
"5749",30471700.8878339
"5750",45665896.5611993
"5751",26880539.6178996
"5752",3225372.04997384
"5753",219791781.769499
"5754",17967213.4030692
"5755",69740532.4920745
"5756",11555902.9653791
"5757",4581787.75758736
"5758",156688.917189557
"5759",22042363.5105939
"5760",752692.928320523
"5761",340727.365649897
"5762",22821395.0876278
"5763",86892841.126514
"5764",317745.289753764
"5765",25177918.4960318
"5766",18099963.2221876
"5767",15316809.4109345
"5768",19932671.7789857
"5769",104404321.90131
"5770",6997925.22580952
"5771",20344535.913912
"5772",15937983.7281457
"5773",328653443.512753
"5774",39636765.9021538
"5775",47199142.2622399
"5776",1230197.92299865
"5777",107574342.650247
"5778",92382823.2602062
"5779",189332489.730498
"5780",1769586.02702816
"5781",33586700.8350157
"5782",27045063.3262023
"5783",66720914.7734792
"5784",156507.070014101
"5785",58910161.3487036
"5786",5853205.11751459
"5787",79143707.5452137
"5788",652656.697264099
"5789",23479859.9751222
"5790",49555891.8464212
"5791",91945989.3904583
"5792",4522274.15026893
"5793",4904493.933668
"5794",90141967.2140032
"5795",77728898.0912858
"5796",26144769.8491127
"5797",56477201.5910967
"5798",96692.911048229
"5799",161845679.303152
"5800",101725.907420063
"5801",4941568.49391021
"5802",987532.450633671
"5803",250597.793386202
"5804",246240525.602286
"5805",1906282.73894184
"5806",5545011.47327225
"5807",38731798.6319207
"5808",26536216.032647
"5809",2465080.26822696
"5810",27488.6186996315
"5811",1022967.57773869
"5812",30058321.304839
"5813",77741928.6696661
"5814",5744818.124019
"5815",1813065.47929241
"5816",7953894.0729176
"5817",424886.137386085
"5818",874967.283515035
"5819",10240941.2704085
"5820",2345931.54229114
"5821",410129.36952585
"5822",17460.8242102679
"5823",25686111.7784221
"5824",43546302.5875088
"5825",2264940.73365558
"5826",3119401.83733314
"5827",440156.386072941
"5828",205720738.781962
"5829",21090010.8730005
"5830",13944033.0477064
"5831",90382978.7406201
"5832",24961296.3119897
"5833",9501093.05969582
"5834",2761903.24693505
"5835",20198.1648687564
"5836",56184241.8323539
"5837",11872215.7499931
"5838",393259.521551155
"5839",39552528.2319207
"5840",514192.01904849
"5841",61069131.154204
"5842",19095767.4990685
"5843",9854274.09981101
"5844",1540766.95985204
"5845",84687.84969566
"5846",4091055.23578102
"5847",39508105.4106163
"5848",45804134.3645544
"5849",241271.290361095
"5850",41634047.0399247
"5851",5118527.05092096
"5852",8027429.33267513
"5853",18729511.3527089
"5854",19994482.9684176
"5855",98379333.6399773
"5856",7465577.65368147
"5857",465795054.866731
"5858",224435.080054873
"5859",24122050.5806903
"5860",62198338.8223742
"5861",330343.423790141
"5862",10850805.4177169
"5863",49361552.058777
"5864",268893684.45467
"5865",2208638.06730665
"5866",3209432.88294833
"5867",1210994.75626666
"5868",27127900.1419534
"5869",4951131.63867129
"5870",173598.728378414
"5871",23340219.4178213
"5872",239190289.651574
"5873",2140447.01138318
"5874",2132926.16225124
"5875",45562688.2189921
"5876",32909963.6430766
"5877",711814.731707517
"5878",57853621.3086746
"5879",685815.73782761
"5880",68757904.0662208
"5881",47615720.8072429
"5882",183926132.61537
"5883",5312016.00793544
"5884",13857868.4061735
"5885",9226882.18764679
"5886",8015269.25530042
"5887",14558045.3101032
"5888",3078164.00352775
"5889",1209770.91382245
"5890",31307102.9124538
"5891",39651358.7956268
"5892",1719158.78696862
"5893",808964.418436235
"5894",66696370.4167987
"5895",15929691.9767144
"5896",46538060.0905183
"5897",353536.015210346
"5898",45291005.0998123
"5899",166576.760129865
"5900",1797444.5777359
"5901",55701.1307371928
"5902",13994540.5863392
"5903",36509682.5993767
"5904",28242898.5649113
"5905",45932502.9026661
"5906",51734396.0505583
"5907",380224.274551977
"5908",33008854.4202007
"5909",9488525.67013329
"5910",1384502.21630348
"5911",2097316.44009164
"5912",172983218.258304
"5913",42637340.9632069
"5914",10433192.8120983
"5915",6639657.27443873
"5916",53194018.8091596
"5917",108595627.353161
"5918",64902114.2710206
"5919",35442056.8556125
"5920",1047797.87442465
"5921",13156387.9453854
"5922",3143555.98056617
"5923",2283744.93442266
"5924",3160494.47279727
"5925",274982635.4903
"5926",565240.142363423
"5927",663391.75896435
"5928",36124828.4015361
"5929",147184.718062424
"5930",53759216.9530387
"5931",37680868.3191135
"5932",238519.976316399
"5933",3057117.39513835
"5934",16758748.1592365
"5935",174258034.897446
"5936",65089891.5191976
"5937",294841.090269872
"5938",4580651.08904872
"5939",9150975.60950077
"5940",46703856.4494587
"5941",3632817.70795527
"5942",60115827.8408557
"5943",1792360.25958263
"5944",29355718.1282627
"5945",3309671.37159518
"5946",362131.421234144
"5947",30256.5998673008
"5948",100276441.691488
"5949",1070150.60894333
"5950",149269919.678987
"5951",29253398.6180222
"5952",3857931.87646828
"5953",91968676.7416113
"5954",4025695.26624644
"5955",24697220.1687485
"5956",43474297.3660605
"5957",25344193.5383962
"5958",29795832.0854574
"5959",6966774.53032593
"5960",4487937.69488115
"5961",429428.763995387
"5962",3235861.80628667
"5963",22200174.8090436
"5964",35474656.6650847
"5965",32244134.5484706
"5966",22938535.7901109
"5967",105282959.57702
"5968",41690370.7575683
"5969",70339949.1298494
"5970",5559462.09056274
"5971",476409.445368046
"5972",6077996.17028711
"5973",73759586.4971771
"5974",1343949.19719389
"5975",6692686.60334671
"5976",276359.898221835
"5977",338346.161009977
"5978",332607271.440971
"5979",2289707.17128639
"5980",139043792.582681
"5981",2882127.38385464
"5982",117281954.440361
"5983",480134.616420167
"5984",27091109.6688997
"5985",59154597.9980729
"5986",103911.392047259
"5987",3395586.74746821
"5988",43359878.1371284
"5989",538095.244249742
"5990",108023761.349378
"5991",1293906.61183892
"5992",16576233.270504
"5993",61260522.218605
"5994",995614.233364921
"5995",18851409.4729541
"5996",23595275.3642613
"5997",12084427.532169
"5998",97011518.9485685
"5999",60327.0663629623
"6000",1198958.73217247
"6001",3206052.58180941
"6002",850131.548659707
"6003",228063233.982163
"6004",37102476.9277023
"6005",4306634.57788225
"6006",3397360.55683021
"6007",1286601.2215126
"6008",3289703.61916346
"6009",57744688.520241
"6010",47295921.2551669
"6011",14299648.8220055
"6012",13771927.2276827
"6013",106523584.695759
"6014",4400067.46296935
"6015",7007054.00865315
"6016",15907912.517192
"6017",670733.802182702
"6018",7302174.12170798
"6019",663047.509991955
"6020",2725987.80859595
"6021",3853993.75515789
"6022",2544615.09473003
"6023",758376.125774314
"6024",682753.938039819
"6025",4831407.68036298
"6026",94244159.9099242
"6027",5890135.81658555
"6028",124551862.743785
"6029",1586420.87166239
"6030",154657307.008205
"6031",41222643.8381249
"6032",43715.8547522518
"6033",11903819.1679339
"6034",1119283.96872825
"6035",292481386.864402
"6036",1116660.15461394
"6037",185910.289901371
"6038",77588.82805714
"6039",525949.773448747
"6040",31266571.3399917
"6041",254731275.209092
"6042",168904.123286625
"6043",102459549.111355
"6044",5401882.11903273
"6045",25271839.7891919
"6046",71469.4942299149
"6047",1027635.72788234
"6048",1758455.61709206
"6049",2351476.69924139
"6050",341699.1304703
"6051",700778.812632214
"6052",25740242.1026616
"6053",60414.7523800884
"6054",1713007.16086408
"6055",3606626.85107988
"6056",25323005.4508406
"6057",205729.525253396
"6058",16436900.7529955
"6059",76136480.7223558
"6060",9956536.57011545
"6061",85506925.5424178
"6062",1699853.00563593
"6063",60002787.5887049
"6064",1087570.93650249
"6065",43318443.1163563
"6066",26405223.1903944
"6067",9941781.56752539
"6068",212110.041752057
"6069",93342862.1203667
"6070",72402151.6959183
"6071",5899965.81436568
"6072",15667214.0389593
"6073",11454346.1941991
"6074",1665469.77229741
"6075",414060.593359157
"6076",64728224.8844065
"6077",787329.353083979
"6078",66111625.7989514
"6079",371200950.324936
"6080",1215914.81016174
"6081",350740.926906044
"6082",1050426.17860111
"6083",93797513.5979892
"6084",13551557.501882
"6085",16065921.313827
"6086",5303088.4046695
"6087",28964581.109514
"6088",2058308.07639619
"6089",4199471.85553428
"6090",234927799.773606
"6091",183906.05276771
"6092",2163178.93763719
"6093",16184485.8424815
"6094",89160228.7805961
"6095",16559196.7570144
"6096",1952987.09262096
"6097",19969826.1632018
"6098",12835538.3119813
"6099",31323319.7574881
"6100",25604120.1478704
"6101",155471776.343407
"6102",24843637.7611975
"6103",40991481.8145524
"6104",32453.7652672646
"6105",2193483.7575196
"6106",203805.985170865
"6107",63880.0848783415
"6108",13261271.4797568
"6109",874154.336905352
"6110",67352825.6250748
"6111",211727.640788752
"6112",124395.465716028
"6113",7790245.10079632
"6114",35458384.26205
"6115",158840047.651737
"6116",288188.011803813
"6117",7648631.58625933
"6118",26900883.1601286
"6119",67500071.9192645
"6120",46254312.2011606
"6121",1299158.84503563
"6122",52007795.6973637
"6123",247128.243798859
"6124",1199320.59065461
"6125",3014270.68351611
"6126",5688010.46726947
"6127",2306929.73733365
"6128",115279720.136425
"6129",1366551.02992382
"6130",108262.649588899
"6131",7509148.38869663
"6132",133682.358519695
"6133",8505719.91705647
"6134",23666830.0282677
"6135",29575221.5733383
"6136",359902151.775941
"6137",34141413.834552
"6138",1072202.19237481
"6139",788441632.075445
"6140",1406748.60885548
"6141",12639890.4933364
"6142",283637.633811285
"6143",881703.251327995
"6144",8160141.83791751
"6145",5296429.53713898
"6146",5659000.21369384
"6147",43832799.9894132
"6148",6734065.85723929
"6149",80884804.8649563
"6150",201497023.768799
"6151",6127525.11208538
"6152",663859731.481233
"6153",1324333.62199516
"6154",21635.8244712477
"6155",69083840.5165624
"6156",725958.869952953
"6157",11721811.8226599
"6158",47492072.3391417
"6159",11317101.4619636
"6160",4722055.13169335
"6161",16297231.0519037
"6162",5777154.28766521
"6163",1406934.55033296
"6164",2398700.35748597
"6165",12033351.9157827
"6166",26015140.9990022
"6167",6491244.36793192
"6168",10320632.2250197
"6169",40406608.0391849
"6170",5510969.87653686
"6171",3455224.66437673
"6172",337887.753427145
"6173",17704804.5845105
"6174",23590912.4746529
"6175",14286840.2119976
"6176",8828561.54113048
"6177",31034347.7287123
"6178",2967833.05284697
"6179",177517341.360272
"6180",24445806.6210608
"6181",21552286.9457064
"6182",170657832.670483
"6183",11268004.5165516
"6184",645461809.0754
"6185",3643526.8230022
"6186",1288685.3439807
"6187",1329844.80661718
"6188",36972659.586826
"6189",10522776.5179823
"6190",85379631.840963
"6191",748740.760672253
"6192",26888946.8457354
"6193",4291146.62382219
"6194",1223598.51492931
"6195",483496.430453375
"6196",18588824.1538368
"6197",1436561.01545412
"6198",72080832.172829
"6199",549395580.975259
"6200",499594.06326487
"6201",2559274.08926804
"6202",47198929.2722592
"6203",413491952.215899
"6204",1483969.90383905
"6205",704402.682040792
"6206",39444001.3836365
"6207",33025962.9349262
"6208",9090018.56970751
"6209",132263.949610383
"6210",305412.860454618
"6211",56031665.159145
"6212",2001330.23063515
"6213",11449631.4818273
"6214",3236071.83009934
"6215",7853430.87839342
"6216",23273310.0269153
"6217",311996.795707132
"6218",1593078.96881767
"6219",26222704.630924
"6220",205413.145677548
"6221",2871924.83371758
"6222",332986.396067563
"6223",26503947.9502982
"6224",11465177.5417736
"6225",72922562.352284
"6226",5201276.96725923
"6227",8002751.48736806
"6228",1032339.99169947
"6229",566121.355817672
"6230",273256.07080296
"6231",68240872.341935
"6232",660022.940788631
"6233",152465689.886116
"6234",8477134.92496577
"6235",28845928.9114843
"6236",8052521.64846685
"6237",4646338.19583204
"6238",1001841.13706622
"6239",109486397.868219
"6240",115201243.573173
"6241",495242.285808411
"6242",713429.73093005
"6243",6064358.29331844
"6244",34608793.4543163
"6245",1481308.124212
"6246",428381.987053787
"6247",348763309.983696
"6248",365431.754925414
"6249",2606011.36519509
"6250",10856637.4674873
"6251",45360246.5298703
"6252",8115633.82592345
"6253",5544969.0298555
"6254",116507631.413986
"6255",2369755.84350044
"6256",2516563.67054262
"6257",67254436.1491515
"6258",160193.359140366
"6259",1371764.04176527
"6260",5300300.70970496
"6261",31898943.3656871
"6262",7354131.16374828
"6263",6052286.20718108
"6264",5479226.29518993
"6265",771147.733645829
"6266",2663363.93778082
"6267",31318246.8023061
"6268",70060.387218461
"6269",102159797.054223
"6270",69890661.459306
"6271",146050023.000809
"6272",1098668.99222111
"6273",7235986.94885096
"6274",180401223.274292
"6275",34172822.8262007
"6276",2862050.44517866
"6277",9428298.12975449
"6278",208797.072321825
"6279",5803309.63588868
"6280",7512938.58011881
"6281",1287178.61221643
"6282",211992567.756656
"6283",23137438.9042561
"6284",89960568.0472865
"6285",24559751.0523209
"6286",945954.740003461
"6287",6329214.65797653
"6288",71410839.3748166
"6289",131371212.85698
"6290",46415.4281121845
"6291",30609854.0857603
"6292",113833893.32358
"6293",202801394.004096
"6294",1042505.20537483
"6295",189875392.993643
"6296",2126079.40382287
"6297",39639762.0414594
"6298",437633.33804741
"6299",200959.191900587
"6300",10817188.85384
"6301",7513787.91415862
"6302",889392.426807429
"6303",1397595.90296924
"6304",3891032.39669159
"6305",118544511.443968
"6306",13051226.5247204
"6307",604822.930009347
"6308",690477.859385433
"6309",223632.377880507
"6310",25302460.234326
"6311",101802.061007439
"6312",743108.112314565
"6313",21486783.5839169
"6314",29805518.1299282
"6315",1554853.7494603
"6316",41305841.2039035
"6317",134241563.300367
"6318",28460331.6362737
"6319",24164065.3722534
"6320",318740.959741154
"6321",17368438.4670579
"6322",11589603.3485144
"6323",4534385.71941528
"6324",29485.0941781726
"6325",13566089.4604593
"6326",730252.564861399
"6327",10427625.9753906
"6328",18598922.7441056
"6329",697237.537241668
"6330",671466.470826035
"6331",57827877.3669462
"6332",282765.239907965
"6333",5772233.4613161
"6334",537682.29465413
"6335",14604859.526405
"6336",17457904.4139974
"6337",42598195.5543979
"6338",290149.703210092
"6339",20466412.7963097
"6340",906597.103238205
"6341",328546.883950202
"6342",4925306.0434713
"6343",40713251.1654762
"6344",51732960.633571
"6345",4579324.34576789
"6346",104423124.125052
"6347",42470093.401195
"6348",15410373.4567934
"6349",20725488.0812855
"6350",453065.42579381
"6351",38310211.5057533
"6352",52139789.7457362
"6353",686318.637410432
"6354",1531583.56855542
"6355",18861.0075628257
"6356",11051051.9118779
"6357",1255525.38972871
"6358",820170.62433236
"6359",5767826.40043912
"6360",1575359.46741952
"6361",92295215.8741766
"6362",310801.762308952
"6363",3752160.32003563
"6364",1322159.01569371
"6365",103332869.524134
"6366",13224574.7115922
"6367",7218679.90746054
"6368",21916196.2218342
"6369",1741610.10635461
"6370",83358853.5707602
"6371",2259353.97753524
"6372",25221240.3924399
"6373",1560891.92798203
"6374",4863814.54452346
"6375",9776541.22919262
"6376",840524.316833708
"6377",4221577.94994937
"6378",1562448.22944682
"6379",120703529.382831
"6380",6147626.86568585
"6381",209149478.041215
"6382",33657299.9523792
"6383",42856281.7261559
"6384",42504577.9931675
"6385",3353669.77869033
"6386",182964790.265692
"6387",2507056.83126506
"6388",986376.476314461
"6389",280397.257149152
"6390",28631340.4389028
"6391",1186926.07377926
"6392",8954661.28706153
"6393",131067463.916479
"6394",142880252.536927
"6395",228726.748765057
"6396",397437.411658808
"6397",4086646.30642016
"6398",6069979.57668984
"6399",296211.314422458
"6400",5829890.66580776
"6401",181855.274512515
"6402",11316879.5061914
"6403",306711.427696735
"6404",3544698.91024351
"6405",787765.95640475
"6406",3692724.11044047
"6407",7854202.75745811
"6408",6585130.04666779
"6409",45233538.9655109
"6410",2754591.01051615
"6411",848693.013264642
"6412",1536439.59662058
"6413",14709190.0980854
"6414",157642049.715976
"6415",1321881.59351973
"6416",1066637.40898379
"6417",46553103.2313781
"6418",27446618.202337
"6419",11101298.6297407
"6420",26336425.139421
"6421",10102493.0094174
"6422",92487.5418628269
"6423",2375190.32199709
"6424",47142001.7617977
"6425",7819200.82713604
"6426",2975360.39588622
"6427",492461.395515763
"6428",541733.928368951
"6429",19086292.8760749
"6430",52232426.5614146
"6431",46174969.8518012
"6432",63715086.7343182
"6433",11564230.9331906
"6434",3462891.13071572
"6435",12766823.2945533
"6436",26498619.9447535
"6437",4159372.54274918
"6438",16513446.6545371
"6439",4467208.15158571
"6440",43107171.1709676
"6441",5315632.7209927
"6442",2197051.93222436
"6443",2718832.02292421
"6444",256855.009361736
"6445",259865788.989588
"6446",94045854.3126537
"6447",14813474.2742378
"6448",549499.102719956
"6449",16140781.8324077
"6450",1413827.61242853
"6451",3085109.8038267
"6452",14457880.389523
"6453",59219370.1769849
"6454",21870885.8755596
"6455",7420699.7410608
"6456",11675708.7598735
"6457",80986684.4691394
"6458",297808.891925834
"6459",1776529.39769617
"6460",50206198.3073019
"6461",94572300.5041769
"6462",133777543.488644
"6463",55070.0269560538
"6464",1999533.95090319
"6465",430944.016909073
"6466",17030615.6885149
"6467",7348776.344359
"6468",621079.067297794
"6469",7813303.00282909
"6470",1679218.75498245
"6471",738385.037833182
"6472",10574474.2049192
"6473",5638238.04158219
"6474",3249514.01860782
"6475",710233.024232084
"6476",168803554.445127
"6477",22396617.2455835
"6478",9693672.73427917
"6479",143343448.773257
"6480",33924078.0360496
"6481",23145548.5529391
"6482",671564.548766454
"6483",456486.310768236
"6484",72887097.0030661
"6485",71703209.4191884
"6486",428188.883928456
"6487",60074556.4248121
"6488",21897851.9803791
"6489",435213.508155664
"6490",79752.983325564
"6491",2807449.10551715
"6492",2636342.41296919
"6493",2536036.50276698
"6494",64094600.6244195
"6495",2009634.75060703
"6496",166026463.456718
"6497",127531636.064147
"6498",23548350.7600582
"6499",12509780.8272997
"6500",617101.625205839
"6501",1125299.14461775
"6502",75482077.4348956
"6503",3416537.69104698
"6504",1691517.84103495
"6505",6202772.45470638
"6506",1088686.83966476
"6507",3900111.66792491
"6508",51974512.4003395
"6509",797583.532286593
"6510",1300650.98840684
"6511",1454378.69588649
"6512",1330295.32556909
"6513",14940232.9243786
"6514",2948344.1674566
"6515",38542329.1524387
"6516",30341828.4979325
"6517",1201247.00093977
"6518",9588152.18450247
"6519",26147051.6618109
"6520",1055844.63363707
"6521",195173900.188539
"6522",21294514.7097628
"6523",16722645.412417
"6524",12186238.1094906
"6525",27204447.5953198
"6526",116006102.459265
"6527",587582.876128575
"6528",3992216.54853667
"6529",651412.780552497
"6530",61867238.5530951
"6531",978214.558593005
"6532",12592023.9056069
"6533",1153610.46079183
"6534",188495984.500701
"6535",2104586.50102067
"6536",31797406.8555701
"6537",47895566.0597231
"6538",21047446.9185699
"6539",83627525.6832218
"6540",67879059.5361783
"6541",48203633.6019161
"6542",9135182.06708452
"6543",418547.306903224
"6544",6195195.49806336
"6545",5954148.75353908
"6546",147278097.947904
"6547",344966.512981495
"6548",20350084.5913789
"6549",70062457.8679059
"6550",21449057.9441225
"6551",18274514.1339373
"6552",4636879.7509542
"6553",204589.604796816
"6554",19735777.1013313
"6555",3522987.8795055
"6556",42595957.1171663
"6557",2131319.42926851
"6558",86513216.7963843
"6559",19141088.8784834
"6560",190343431.382342
"6561",585130.537206679
"6562",86271549.5859655
"6563",5088725.5548766
"6564",7498669.62215012
"6565",6112765.06329252
"6566",26226564.3552081
"6567",5451287.98936795
"6568",13917019.3022122
"6569",665087.468553638
"6570",34691372.5757049
"6571",2589586.89530888
"6572",22243.4903734466
"6573",4355964.60773977
"6574",17319448.4315116
"6575",847756.821895288
"6576",8865661.97510433
"6577",1583518.12927522
"6578",40510184.6694219
"6579",12853410.2911144
"6580",187044.946091143
"6581",27119086.1883467
"6582",178253.749229392
"6583",132143.888415592
"6584",315976.780275372
"6585",33720183.367437
"6586",31391572.5087416
"6587",7892287.53295665
"6588",2544392.21721188
